,m/z,I,S/N
4519,303.34345,2577292,5.2
4520,303.36188,2265762,4.3
4521,303.37719,2189587,4.0
4522,303.44271,2947422,6.3
4523,303.45871,2828113,5.9
4524,303.7233,2276402,4.3
4525,303.75316,3002708,6.4
4526,303.95152,2199563,4.1
4527,304.00304,3307431,7.3
4528,304.02019,2214291,4.1
4529,304.04683,6564090,16.9
4530,304.0549,2714755,5.6
4531,304.05685,2268470,4.3
4532,304.08324,7984485,21.1
4533,304.09124,4037550,9.5
4534,304.0947,2349010,4.5
4535,304.10425,3688285,8.4
4536,304.11094,2428565,4.7
4537,304.11251,2257479,4.2
4538,304.1195,6027663,15.3
4539,304.12773,4447193,10.7
4540,304.16415,2450691,4.8
4541,304.1767,2669730,5.4
4542,304.24506,2195362,4.0
4543,304.30915,2559470,5.1
4544,304.31065,2245200,4.2
4545,304.40986,2302741,4.4
4546,304.45296,2211832,4.1
4547,304.46958,2316347,4.4
4548,304.47235,2257247,4.2
4549,304.47495,2192854,4.0
4550,304.4948,2230057,4.1
4551,304.50354,2220036,4.1
4552,304.53715,2382091,4.6
4553,304.64966,2186865,4.0
4554,304.82646,2212340,4.1
4555,305.03085,13135561,36.3
4556,305.04203,4176279,9.9
4557,305.06501,2937042,6.2
4558,305.06597,3962356,9.2
4559,305.06722,26585973,75.9
4560,305.07052,5933177,15.0
4561,305.07845,7179523,18.7
4562,305.08018,3303941,7.3
4563,305.08839,3262863,7.2
4564,305.09802,3068218,6.6
4565,305.10129,2410462,4.7
4566,305.1023,3098719,6.7
4567,305.10361,37224097,107.2
4568,305.107,6290341,16.1
4569,305.11485,7130670,18.6
4570,305.11666,3300785,7.3
4571,305.13321,2304581,4.4
4572,305.14003,26174157,74.6
4573,305.1521,2635355,5.3
4574,305.17641,10429689,28.3
4575,305.28853,2641952,5.4
4576,305.31493,2823264,5.8
4577,305.32018,2406423,4.6
4578,305.40472,2275877,4.2
4579,305.47632,2326949,4.4
4580,305.55507,2250356,4.1
4581,305.66225,2209191,4.0
4582,305.72756,2220759,4.1
4583,305.73378,2829151,5.8
4584,305.90749,2244021,4.1
4585,305.94214,2493631,4.9
4586,305.98258,2550577,5.0
4587,305.98373,2274467,4.2
4588,306.02612,4733767,11.4
4589,306.03421,3617105,8.1
4590,306.05276,2439912,4.7
4591,306.06251,10005172,26.7
4592,306.07061,4837310,11.7
4593,306.07463,2445091,4.7
4594,306.09881,12339681,33.5
4595,306.10696,6870635,17.6
4596,306.1099,2304302,4.3
4597,306.11868,2277273,4.2
4598,306.13527,4410126,10.4
4599,306.14334,7378712,19.1
4600,306.1798,3221509,7.0
4601,306.23905,2368255,4.5
4602,306.29172,2226656,4.1
4603,306.32521,2695850,5.4
4604,306.33849,2965914,6.2
4605,306.48786,2474405,4.8
4606,306.66658,2712293,5.5
4607,306.69673,2208938,4.0
4608,306.6989,2497613,4.9
4609,306.81332,2422061,4.6
4610,306.82617,3204493,6.9
4611,306.90728,2568964,5.1
4612,306.96781,2357904,4.5
4613,307.01014,8082134,21.1
4614,307.02784,2535372,5.0
4615,307.04651,28758020,81.3
4616,307.0577,4640594,11.1
4617,307.05966,2716725,5.5
4618,307.0649,3583419,8.0
4619,307.0772,2271243,4.2
4620,307.08037,2523247,4.9
4621,307.08287,60698674,174.2
4622,307.08617,8363702,21.9
4623,307.0941,11166528,30.1
4624,307.09608,5333443,13.1
4625,307.10233,2322667,4.4
4626,307.1137,2810969,5.8
4627,307.11789,4628446,11.1
4628,307.11925,75342944,216.8
4629,307.12254,6256548,15.8
4630,307.13044,3697902,8.4
4631,307.13231,2303313,4.3
4632,307.13783,3701688,8.4
4633,307.15564,34091150,96.8
4634,307.19199,5686269,14.1
4635,307.20087,2201656,4.0
4636,307.28662,2694261,5.4
4637,307.3886,2303703,4.3
4638,307.47279,2590435,5.1
4639,307.52835,2233130,4.1
4640,307.53653,2456836,4.7
4641,307.54392,2410478,4.6
4642,307.73784,2219175,4.0
4643,307.78709,2297302,4.3
4644,307.96593,2772733,5.7
4645,308.04179,5870848,14.7
4646,308.04993,4737482,11.4
4647,308.07817,12301231,33.4
4648,308.08625,10231097,27.4
4649,308.09734,2291272,4.3
4650,308.11454,12181598,33.0
4651,308.12264,12842472,35.0
4652,308.13322,2240182,4.1
4653,308.1509,2797357,5.7
4654,308.15796,2509462,4.9
4655,308.15899,6230552,15.7
4656,308.25185,2399688,4.6
4657,308.26992,2398280,4.6
4658,308.30295,2393955,4.6
4659,308.33413,2413036,4.6
4660,308.3663,2310278,4.3
4661,308.3849,2293886,4.3
4662,308.45309,2386039,4.5
4663,308.49398,2363724,4.5
4664,308.58431,2365715,4.5
4665,308.64226,2556399,5.0
4666,308.72872,2253248,4.1
4667,308.78407,2246489,4.1
4668,308.83459,2334572,4.3
4669,308.90785,2261628,4.1
4670,308.98993,2256153,4.1
4671,309.02404,2447686,4.7
4672,309.02579,9167752,24.0
4673,309.04121,2307293,4.2
4674,309.04445,3518081,7.7
4675,309.06041,2712630,5.4
4676,309.0622,42019385,118.4
4677,309.06539,3161213,6.7
4678,309.07347,7173511,18.2
4679,309.07737,2554509,5.0
4680,309.08084,5100369,12.3
4681,309.09623,4922470,11.8
4682,309.09858,112471657,320.9
4683,309.10195,14780141,40.1
4684,309.10979,6318968,15.8
4685,309.11163,2572986,5.0
4686,309.11386,3112125,6.6
4687,309.11719,2630402,5.2
4688,309.13273,3559174,7.8
4689,309.13495,82876057,235.8
4690,309.13826,3929917,8.9
4691,309.14634,2370184,4.4
4692,309.15355,23731122,65.8
4693,309.17134,18489289,50.8
4694,309.17469,21236430,58.7
4695,309.20759,2765529,5.6
4696,309.33875,2223880,4.0
4697,309.47303,2351995,4.4
4698,309.72317,2369386,4.4
4699,309.73657,2234900,4.0
4700,309.8503,2425220,4.6
4701,309.86201,2254244,4.1
4702,309.88159,2674782,5.3
4703,309.90897,2297283,4.2
4704,310.01268,2265487,4.1
4705,310.03672,2545695,4.9
4706,310.03973,2352788,4.4
4707,310.05258,2264005,4.1
4708,310.05754,7797868,20.0
4709,310.06102,3027920,6.3
4710,310.06561,5814198,14.3
4711,310.09388,14053533,38.0
4712,310.10201,15946152,43.5
4713,310.10509,3274892,7.0
4714,310.10788,2438176,4.6
4715,310.11585,2348218,4.4
4716,310.13028,7279694,18.5
4717,310.13835,15718617,42.8
4718,310.15697,4625714,10.9
4719,310.17473,2824522,5.7
4720,310.17782,2646862,5.2
4721,310.18008,2723201,5.4
4722,310.2905,2426439,4.6
4723,310.33536,2264228,4.1
4724,310.40701,2295765,4.2
4725,310.44659,2289403,4.2
4726,310.50228,2356838,4.4
4727,310.54031,2233850,4.0
4728,310.63021,2401013,4.5
4729,310.72146,2250177,4.1
4730,310.78094,2543586,4.9
4731,310.82225,2434747,4.6
4732,310.82788,2362531,4.4
4733,310.83869,2643986,5.2
4734,310.93919,2523515,4.9
4735,310.94903,3500457,7.7
4736,310.97354,2254986,4.1
4737,311.01958,2588842,5.1
4738,311.02056,3106379,6.5
4739,311.02379,3726351,8.3
4740,311.02854,2351814,4.4
4741,311.04003,2406310,4.5
4742,311.04156,13149736,35.4
4743,311.05298,3097815,6.5
4744,311.05682,4312381,10.0
4745,311.06017,6224065,15.5
4746,311.068,3244812,6.9
4747,311.07579,3606999,8.0
4748,311.07651,3078872,6.5
4749,311.07796,68244698,193.8
4750,311.07927,2787932,5.6
4751,311.08137,2831486,5.7
4752,311.08814,2739752,5.5
4753,311.08917,5500201,13.4
4754,311.09326,5474799,13.3
4755,311.09415,3021424,6.3
4756,311.09655,70602995,200.6
4757,311.10278,2375068,4.4
4758,311.11213,8405129,21.8
4759,311.11297,6846730,17.3
4760,311.11431,141646092,404.8
4761,311.12554,4733019,11.2
4762,311.12953,2366817,4.4
4763,311.13289,11002405,29.2
4764,311.13921,2534638,4.9
4765,311.14868,2911931,6.0
4766,311.14956,5015228,12.0
4767,311.15068,52766014,149.3
4768,311.1661,6578899,16.5
4769,311.16691,13296980,35.8
4770,311.16825,20655446,57.0
4771,311.16929,371245399,1064.7
4772,311.18705,6679664,16.8
4773,311.29214,2236065,4.0
4774,311.32525,2591134,5.1
4775,311.46513,2410192,4.5
4776,311.46758,2348291,4.4
4777,311.50337,2618517,5.1
4778,311.71163,2501061,4.8
4779,311.74478,2267267,4.1
4780,311.77424,2838108,5.8
4781,311.78774,2464991,4.7
4782,311.95035,2492033,4.8
4783,311.97074,2326030,4.3
4784,311.98416,2490465,4.8
4785,312.05199,2318655,4.3
4786,312.07322,8085309,20.8
4787,312.08137,10675656,28.3
4788,312.09993,13006690,35.0
4789,312.10959,11459440,30.5
4790,312.11772,21483899,59.4
4791,312.14473,2401729,4.5
4792,312.14602,4333283,10.1
4793,312.15408,8377902,21.7
4794,312.1687,2626050,5.2
4795,312.17062,2495813,4.8
4796,312.17269,61136584,173.3
4797,312.17532,2406988,4.5
4798,312.245,2286557,4.2
4799,312.30443,2481729,4.7
4800,312.50772,2284318,4.1
4801,312.51763,2406188,4.5
4802,312.528,2438874,4.6
4803,312.67898,2760111,5.5
4804,312.68578,2684553,5.3
4805,312.73617,2963680,6.0
4806,312.81674,2514161,4.8
4807,313.00311,3669657,8.1
4808,313.02078,2899378,5.9
4809,313.02268,2545013,4.9
4810,313.03609,6370440,15.7
4811,313.03949,5541004,13.4
4812,313.04918,2306602,4.2
4813,313.05615,2937764,6.0
4814,313.05724,22585510,61.8
4815,313.06864,2357814,4.3
4816,313.07249,6555835,16.2
4817,313.07593,16476352,44.4
4818,313.0804,2565510,4.9
4819,313.08189,2338313,4.3
4820,313.08407,3120596,6.5
4821,313.0857,3413838,7.3
4822,313.09104,4071894,9.2
4823,313.09188,5239767,12.5
4824,313.09363,91334617,257.0
4825,313.10327,3081991,6.4
4826,313.10494,3967241,8.9
4827,313.10953,16307440,43.9
4828,313.1105,10671345,27.9
4829,313.11114,14172146,37.9
4830,313.11225,400133108,1133.8
4831,313.11484,3670775,8.1
4832,313.11859,3138749,6.5
4833,313.12017,3059487,6.3
4834,313.12209,3242498,6.8
4835,313.12745,4957321,11.7
4836,313.12851,5070091,12.0
4837,313.13003,87527437,246.2
4838,313.14529,6102754,15.0
4839,313.14864,21982503,60.0
4840,313.16368,2439933,4.6
4841,313.16518,14963263,40.1
4842,313.16638,17928256,48.5
4843,313.17602,4719886,11.0
4844,313.23571,2823235,5.6
4845,313.51159,2352572,4.3
4846,313.67183,2443088,4.6
4847,313.80009,2715656,5.3
4848,313.815,2268605,4.1
4849,313.98727,2356452,4.3
4850,314.01687,2715678,5.3
4851,314.031,2955475,6.0
4852,314.05564,2676598,5.2
4853,314.06041,3887389,8.7
4854,314.06768,3924519,8.8
4855,314.07902,3103256,6.4
4856,314.08887,6815014,17.0
4857,314.09693,14200177,37.9
4858,314.10379,3301339,7.0
4859,314.10735,3902144,8.7
4860,314.11157,3576071,7.8
4861,314.11306,3182665,6.7
4862,314.11558,61321612,171.7
4863,314.11704,2504718,4.7
4864,314.1252,4804122,11.3
4865,314.1302,2947713,6.0
4866,314.13339,12945574,34.4
4867,314.1521,3364001,7.2
4868,314.16864,2639961,5.1
4869,314.16998,2806491,5.6
4870,314.31253,2517512,4.8
4871,314.37725,2260293,4.0
4872,314.49761,2316275,4.2
4873,314.51462,2245803,4.0
4874,314.52071,2256692,4.0
4875,314.64003,2507696,4.7
4876,314.65947,2432957,4.5
4877,314.66156,2521232,4.8
4878,314.872,2452784,4.6
4879,315.01519,4420384,10.2
4880,315.01867,3963237,8.9
4881,315.03652,3652543,8.0
4882,315.03944,2332356,4.2
4883,315.04928,2716914,5.3
4884,315.05165,10713045,28.0
4885,315.05499,12626906,33.5
4886,315.06297,4520550,10.5
4887,315.06482,3559784,7.7
4888,315.07039,3168625,6.6
4889,315.07148,2958066,6.0
4890,315.0728,26080500,71.7
4891,315.08806,12451850,33.0
4892,315.08973,2560333,4.9
4893,315.0914,32023311,88.6
4894,315.09916,3904026,8.7
4895,315.10102,9348509,24.2
4896,315.10917,58510121,163.8
4897,315.1164,3964083,8.9
4898,315.11895,5430775,13.0
4899,315.12448,11936063,31.5
4900,315.12784,9459652,24.5
4901,315.12965,2590631,5.0
4902,315.13573,3464240,7.5
4903,315.13754,2882482,5.8
4904,315.14337,2596571,5.0
4905,315.14559,27068254,74.5
4906,315.15179,2290599,4.1
4907,315.16088,9014516,23.2
4908,315.17078,2804035,5.6
4909,315.18199,6695955,16.6
4910,315.19729,2707497,5.3
4911,315.20036,2464078,4.6
4912,315.2235,2365423,4.3
4913,315.23124,3040635,6.3
4914,315.23839,2608197,5.0
4915,315.29684,2475002,4.6
4916,315.39444,2261481,4.0
4917,315.40234,2448548,4.6
4918,315.4128,2675139,5.2
4919,315.42024,2400206,4.4
4920,315.58607,2292896,4.1
4921,315.59552,2324302,4.2
4922,315.72659,2355998,4.3
4923,315.96802,2342800,4.2
4924,316.00709,2327529,4.2
4925,316.02189,2424959,4.4
4926,316.04678,6529156,16.0
4927,316.05003,3028424,6.1
4928,316.05843,2805333,5.5
4929,316.0761,4997103,11.7
4930,316.08321,6291641,15.3
4931,316.08663,2695006,5.2
4932,316.0947,5399690,12.8
4933,316.10438,4894232,11.4
4934,316.11115,3663202,7.9
4935,316.11252,10193124,26.2
4936,316.11968,4162159,9.3
4937,316.13099,3245055,6.7
4938,316.14071,2371374,4.3
4939,316.14883,7047130,17.4
4940,316.26676,2277255,4.0
4941,316.2808,2412924,4.4
4942,316.3342,2439579,4.5
4943,316.46902,2452609,4.5
4944,316.51664,2274839,4.0
4945,316.61924,2459983,4.5
4946,316.69768,2452835,4.5
4947,316.8256,2354336,4.2
4948,316.83924,2957844,5.9
4949,316.93902,2646568,5.1
4950,317.01414,2342791,4.2
4951,317.01971,2290944,4.1
4952,317.03083,15548208,41.2
4953,317.03416,3401269,7.2
4954,317.04224,2276353,4.0
4955,317.05203,4591248,10.5
4956,317.06727,22763110,61.5
4957,317.07057,9116267,23.2
4958,317.07841,9482999,24.2
4959,317.08026,6189049,15.0
4960,317.08614,2973314,6.0
4961,317.08839,17335685,46.3
4962,317.09171,4759370,11.0
4963,317.09808,4373908,9.9
4964,317.10362,29409948,80.1
4965,317.10701,10759457,27.8
4966,317.11483,10876717,28.1
4967,317.11671,12303920,32.1
4968,317.12312,2728185,5.3
4969,317.12477,22576827,61.0
4970,317.13475,2543386,4.8
4971,317.14001,26236114,71.2
4972,317.14335,10449751,26.9
4973,317.15313,2904326,5.8
4974,317.1611,9686897,24.8
4975,317.16682,2328122,4.2
4976,317.17641,11133960,28.9
4977,317.21284,2283038,4.0
4978,317.27411,2339945,4.2
4979,317.49361,2428352,4.5
4980,317.5794,2360447,4.3
4981,317.6211,2598302,4.9
4982,317.65502,2582064,4.9
4983,317.67248,2328970,4.2
4984,317.71342,2395527,4.4
4985,317.76938,2487419,4.6
4986,317.8103,2509528,4.7
4987,317.90237,2360609,4.3
4988,317.96042,2387432,4.3
4989,318.02625,3644794,7.9
4990,318.0343,3716294,8.1
4991,318.0625,8527152,21.6
4992,318.07078,3397373,7.2
4993,318.08182,2279405,4.0
4994,318.08353,3579408,7.7
4995,318.09145,2278940,4.0
4996,318.09892,7574375,18.9
4997,318.10705,6466739,15.8
4998,318.11011,2884184,5.7
4999,318.12805,2715251,5.3
5000,318.13534,3607454,7.8
5001,318.13937,2305283,4.1
5002,318.14336,5366506,12.7
5003,318.14662,2609198,5.0
5004,318.17978,2464416,4.6
5005,318.18815,2396061,4.4
5006,318.29854,2422658,4.4
5007,318.4142,3019167,6.1
5008,318.50914,2678766,5.1
5009,318.58406,2335774,4.2
5010,318.67981,2409022,4.4
5011,318.78172,2531047,4.7
5012,318.92365,2651692,5.1
5013,318.9961,2485609,4.6
5014,319.01031,6921151,17.0
5015,319.044,2282034,4.0
5016,319.04663,24969717,67.7
5017,319.04993,4782651,11.0
5018,319.05684,2319749,4.1
5019,319.05786,5416070,12.8
5020,319.05964,3406441,7.2
5021,319.07753,3086660,6.3
5022,319.08111,3536809,7.6
5023,319.08301,40344108,110.8
5024,319.08638,9849521,25.3
5025,319.09158,2615257,5.0
5026,319.09424,17984829,48.1
5027,319.09602,8275776,20.8
5028,319.10413,5166156,12.1
5029,319.11385,5314139,12.5
5030,319.11636,2627230,5.0
5031,319.1173,2879840,5.7
5032,319.11935,50941539,140.5
5033,319.12267,7377384,18.3
5034,319.13059,6685940,16.4
5035,319.13238,9260407,23.6
5036,319.14044,4316451,9.7
5037,319.15403,2637975,5.0
5038,319.15573,39292058,107.8
5039,319.15906,2465855,4.6
5040,319.16714,2914059,5.8
5041,319.19213,8417105,21.2
5042,319.20939,2374027,4.3
5043,319.24151,2792283,5.5
5044,319.27388,2353868,4.2
5045,319.39944,2506761,4.7
5046,319.41926,2847943,5.6
5047,319.57052,2303244,4.1
5048,319.59662,3002227,6.1
5049,319.80487,2454510,4.5
5050,320.0419,6978645,17.0
5051,320.05021,3739297,8.0
5052,320.06085,2370481,4.2
5053,320.07837,10916876,27.9
5054,320.08633,8814232,22.1
5055,320.08928,2724637,5.2
5056,320.11467,9389379,23.7
5057,320.12276,8474319,21.1
5058,320.15109,2695994,5.1
5059,320.15904,6277510,15.0
5060,320.17654,2406273,4.3
5061,320.187,2587377,4.8
5062,320.19077,2303606,4.0
5063,320.21962,2709986,5.2
5064,320.42078,2414051,4.3
5065,320.55991,2636294,5.0
5066,320.62121,2344707,4.2
5067,320.64572,3022217,6.0
5068,320.67226,2519121,4.6
5069,320.80986,2360450,4.2
5070,320.84096,2365522,4.2
5071,320.88107,2555886,4.7
5072,320.88683,2417623,4.4
5073,320.92242,2537805,4.7
5074,320.92347,6925071,16.8
5075,320.99251,2426504,4.4
5076,321.00335,4916489,11.3
5077,321.0042,2992010,5.9
5078,321.00581,77684108,212.8
5079,321.00792,3014287,6.0
5080,321.01933,2560129,4.7
5081,321.026,14871211,38.8
5082,321.03404,2332823,4.1
5083,321.03734,2443004,4.4
5084,321.04414,2712583,5.2
5085,321.05014,3092112,6.2
5086,321.05435,2505046,4.6
5087,321.06236,41854946,113.6
5088,321.06571,5432039,12.7
5089,321.07356,7662451,18.9
5090,321.07539,2973142,5.9
5091,321.0932,3536977,7.5
5092,321.09634,4867318,11.1
5093,321.09879,76278298,208.9
5094,321.10066,2595997,4.8
5095,321.10208,9349023,23.5
5096,321.11003,10290731,26.2
5097,321.11174,5640045,13.3
5098,321.1297,4219913,9.3
5099,321.13262,4313421,9.6
5100,321.13395,4772175,10.9
5101,321.13513,70127185,191.9
5102,321.13812,3483286,7.3
5103,321.14645,3581986,7.6
5104,321.14825,4157413,9.2
5105,321.15364,5141293,11.9
5106,321.1715,27277449,73.2
5107,321.18019,2478630,4.5
5108,321.20795,3279712,6.7
5109,321.21108,2649093,5.0
5110,321.24923,2358143,4.2
5111,321.30162,2345103,4.1
5112,321.45284,2300565,4.0
5113,321.45525,3195993,6.5
5114,321.59215,2679178,5.1
5115,321.69176,2376513,4.2
5116,321.72732,2353376,4.2
5117,321.90844,2443756,4.4
5118,322.009,12302470,31.7
5119,322.05752,12252624,31.6
5120,322.0656,6539356,15.8
5121,322.07071,2404580,4.3
5122,322.08021,2389234,4.3
5123,322.09279,2495366,4.6
5124,322.09394,17212935,45.3
5125,322.10207,13720084,35.7
5126,322.10525,2960185,5.9
5127,322.11332,2777221,5.3
5128,322.11508,2982344,5.9
5129,322.13032,9471423,23.9
5130,322.13847,15346763,40.2
5131,322.13964,3168013,6.4
5132,322.16059,2364301,4.2
5133,322.16682,2312567,4.1
5134,322.17476,5630659,13.2
5135,322.21769,2473700,4.5
5136,322.3551,2401878,4.3
5137,322.44856,2595173,4.8
5138,322.4751,2522798,4.6
5139,322.55395,2854087,5.6
5140,322.5875,2404730,4.3
5141,322.91712,2515922,4.6
5142,323.001,2722675,5.2
5143,323.00271,52820341,143.9
5144,323.00503,4268537,9.5
5145,323.02377,2902549,5.7
5146,323.02816,2642716,5.0
5147,323.04149,25528241,68.3
5148,323.05277,4809090,11.0
5149,323.05677,3489640,7.3
5150,323.05994,4963533,11.4
5151,323.07489,2809188,5.4
5152,323.07628,2650982,5.0
5153,323.07787,78733800,215.7
5154,323.08122,6951470,16.9
5155,323.08913,10804218,27.6
5156,323.09104,3140797,6.3
5157,323.09644,5678981,13.4
5158,323.10295,2599839,4.8
5159,323.10861,3457687,7.2
5160,323.11159,6604700,15.9
5161,323.11261,6402845,15.4
5162,323.11427,141260320,388.9
5163,323.11763,11039781,28.2
5164,323.11935,3106792,6.3
5165,323.12547,7773105,19.2
5166,323.12724,4516276,10.2
5167,323.13209,2328011,4.1
5168,323.14816,3758420,8.1
5169,323.14899,4572245,10.3
5170,323.15065,72053336,197.2
5171,323.15399,3849757,8.3
5172,323.1693,17421940,45.9
5173,323.17046,2697974,5.1
5174,323.18712,12124048,31.2
5175,323.22341,2425799,4.4
5176,323.22472,2381385,4.2
5177,323.2695,2351342,4.2
5178,323.28954,2688589,5.1
5179,323.37615,2410769,4.3
5180,323.53728,2512248,4.5
5181,323.60793,2372820,4.2
5182,323.68945,2663889,5.0
5183,323.78525,2448836,4.4
5184,323.82307,2484734,4.5
5185,323.88966,2344356,4.1
5186,323.94778,2397661,4.2
5187,323.99563,2316359,4.0
5188,324.00606,5445815,12.6
5189,324.01893,2602538,4.8
5190,324.03677,2746566,5.2
5191,324.04477,3867186,8.2
5192,324.0731,15516637,40.1
5193,324.08119,14174186,36.4
5194,324.09783,2382531,4.2
5195,324.1095,17434645,45.4
5196,324.11757,23725602,62.6
5197,324.12073,2645191,4.9
5198,324.14587,6218317,14.7
5199,324.15396,14197081,36.5
5200,324.17248,2829110,5.4
5201,324.18971,2811024,5.4
5202,324.20801,2817260,5.4
5203,324.28042,2344123,4.1
5204,324.35404,2351276,4.1
5205,324.45699,2463978,4.4
5206,324.57891,2488069,4.5
5207,324.62063,2489445,4.5
5208,324.74138,2628670,4.9
5209,324.96466,2566997,4.7
5210,324.9998,10020843,25.1
5211,325.00302,2630480,4.9
5212,325.02094,5035979,11.4
5213,325.03606,7252258,17.5
5214,325.03938,4421863,9.8
5215,325.05714,38682051,103.5
5216,325.06848,5261524,12.1
5217,325.07238,3816282,8.1
5218,325.07568,7701471,18.7
5219,325.08183,2803784,5.3
5220,325.0853,3526638,7.3
5221,325.09086,6652022,15.9
5222,325.0935,152594938,415.0
5223,325.09685,11857663,30.1
5224,325.10477,10009740,25.0
5225,325.10886,5252882,12.0
5226,325.11211,56319511,151.7
5227,325.1276,5879215,13.7
5228,325.12986,149914162,407.6
5229,325.14244,2512805,4.5
5230,325.14526,4002890,8.6
5231,325.14845,22672463,59.7
5232,325.16424,2665191,5.0
5233,325.16626,40865386,109.4
5234,325.16949,3173103,6.3
5235,325.18225,5785730,13.5
5236,325.18486,144417414,392.6
5237,325.19454,2349429,4.1
5238,325.20267,5371170,12.4
5239,325.30959,2344870,4.1
5240,325.46583,2316629,4.0
5241,325.5183,2316166,4.0
5242,325.53952,2737766,5.2
5243,325.56038,2370982,4.2
5244,325.70962,2338971,4.1
5245,325.79028,2968711,5.8
5246,325.90648,2431305,4.3
5247,325.96748,2325590,4.0
5248,326.03471,3507037,7.3
5249,326.04111,2607687,4.8
5250,326.04666,2868400,5.5
5251,326.05256,4183353,9.1
5252,326.06052,6259269,14.8
5253,326.06784,2998672,5.9
5254,326.0712,2556309,4.7
5255,326.08886,14853360,38.3
5256,326.09111,2588852,4.7
5257,326.09229,6444022,15.3
5258,326.09698,21666813,56.9
5259,326.10013,2932529,5.7
5260,326.10727,2722253,5.1
